MMSI,Time,SOG,Longitude,Latitude,COG
607,19900101_101807,12.6,-14.272955,8.38059,289.6
378,19900101_101810,18.2,-14.2902333,8.39663333,287
272,19900101_101812,0,-14.61247,8.36709833,10.8
700,19900101_101815,16.4,-14.4127667,8.42365,290
607,19900101_101818,12.6,-14.2738667,8.38080333,289.2
1,19900101_101824,0,-14.6128483,8.36799333,10.6
378,19900101_101828,18.1,-14.2921333,8.39703333,287
700,19900101_101833,16.3,-14.4147,8.42413333,290
1,19900101_101833,0,-14.6128733,8.36799667,5.3
378,19900101_101834,18.1,-14.29285,8.3972,287
378,19900101_101840,18.1,-14.2933333,8.3973,287
378,19900101_101847,18.1,-14.2942833,8.3975,287
700,19900101_101851,16.2,-14.4166,8.4246,290
1,19900101_101853,0,-14.6128783,8.36798,6.3
607,19900101_101856,12.7,-14.2770917,8.38158333,290.3
607,19900101_101918,12.6,-14.2788033,8.382045,291.9
378,19900101_101922,18,-14.2985667,8.39841667,287
700,19900101_101926,16.3,-14.4204167,8.42556667,290
378,19900101_101928,18,-14.2995167,8.39863333,287
700,19900101_101933,16.3,-14.4210667,8.42573333,290
378,19900101_101934,18,-14.2999833,8.39873333,287
700,19900101_101951,16.3,-14.4229833,8.42621667,290
378,19900101_101952,18,-14.3023667,8.39926667,288
1,19900101_101953,0,-14.6128167,8.36803167,11
607,19900101_101956,12.7,-14.2819133,8.38301667,295.9
378,19900101_102004,18,-14.3036667,8.39956667,288
607,19900101_102006,12.7,-14.2826917,8.38329,296.9
1,19900101_102013,0,-14.6128283,8.368025,3.5
378,19900101_102016,18,-14.3050833,8.3999,289
607,19900101_102017,12.6,-14.28354,8.38359667,297.9
1,19900101_102024,0,-14.6128233,8.36803667,7.8
700,19900101_102033,16.3,-14.42745,8.42735,290
378,19900101_102034,18.1,-14.3069667,8.40036667,290
905,19900101_102035,15.4,-14.6775833,8.50333333,292.7
700,19900101_102045,16.3,-14.4287333,8.42766667,290
607,19900101_102047,12.7,-14.285845,8.38445,299
700,19900101_102051,16.3,-14.4293667,8.42783333,290
378,19900101_102052,18.1,-14.3093167,8.40095,290
607,19900101_102056,12.7,-14.2865367,8.38471,299
905,19900101_102057,15.5,-14.6798833,8.50395,293.6
1,19900101_102102,0,-14.61287,8.36802,7.3
378,19900101_102104,18.1,-14.3107167,8.4013,290
607,19900101_102108,12.7,-14.287385,8.38502167,298.9
700,19900101_102108,16.3,-14.4312833,8.42831667,290
905,19900101_102110,15.5,-14.6812833,8.50431667,293.5
378,19900101_102116,18.1,-14.3121333,8.40166667,290
607,19900101_102117,12.7,-14.2881617,8.38529833,298.5
700,19900101_102126,16.3,-14.4331833,8.4288,291
607,19900101_102126,12.7,-14.2888633,8.38554333,297.9
378,19900101_102128,18.1,-14.3135333,8.40201667,290
700,19900101_102132,16.4,-14.4338333,8.42896667,291
1,19900101_102142,0,-14.6128217,8.36802333,7.2
905,19900101_102144,15.3,-14.6845667,8.50518333,292.4
378,19900101_102146,18.1,-14.3154167,8.40246667,290
607,19900101_102147,12.7,-14.29051,8.38610667,296.7
905,19900101_102147,15.4,-14.6849833,8.50528333,292.6
700,19900101_102150,16.4,-14.4357333,8.42948333,291
378,19900101_102151,18.1,-14.31635,8.4027,290
607,19900101_102156,12.7,-14.291225,8.38633667,296.1
905,19900101_102156,15.2,-14.6857833,8.5055,291.8
1,19900101_102202,0,-14.6128217,8.36801833,2.3
700,19900101_102202,16.3,-14.437,8.42983333,291
378,19900101_102204,18.1,-14.31765,8.40301667,289
607,19900101_102207,12.7,-14.2921883,8.38662833,294.8
700,19900101_102208,16.3,-14.4376333,8.43,291
905,19900101_102209,15.3,-14.6871667,8.50585,291.3
1,19900101_102213,0,-14.6128267,8.36801667,1.9
700,19900101_102214,16.4,-14.4382833,8.43016667,291
905,19900101_102221,15.4,-14.6883833,8.50618333,292.4
700,19900101_102232,16.3,-14.4401667,8.4307,292
905,19900101_102233,15.5,-14.6895667,8.5065,292.4
905,19900101_103542,10.3,-14.7589667,8.51726667,274.7
905,19900101_103542,10.3,-14.7589667,8.51726667,274.7
1,19900101_103632,0,-14.6128033,8.367985,29.4
1,19900101_103632,0,-14.6128033,8.367985,29.4
607,19900101_103635,11.1,-14.3583017,8.40747667,310.4
607,19900101_103635,11.1,-14.3583017,8.40747667,310.4
700,19900101_103650,15.8,-14.5296833,8.4559,293
700,19900101_103650,15.8,-14.5296833,8.4559,293
378,19900101_103657,17.6,-14.4200833,8.42991667,291
378,19900101_103657,17.6,-14.4200833,8.42991667,291
700,19900101_103702,15.9,-14.5309,8.45625,293
905,19900101_103702,8.9,-14.7647833,8.51751667,268.1
700,19900101_103702,15.9,-14.5309,8.45625,293
905,19900101_103702,8.9,-14.7647833,8.51751667,268.1
378,19900101_103833,17.6,-14.4309,8.43281667,292
378,19900101_103833,17.6,-14.4309,8.43281667,292
607,19900101_103835,11.3,-14.3646567,8.41204167,317.4
607,19900101_103835,11.3,-14.3646567,8.41204167,317.4
905,19900101_103842,9.5,-14.7716,8.51753333,272.5
905,19900101_103842,9.5,-14.7716,8.51753333,272.5
143,19900101_111655,12.2,-13.87459,8.28805167,279.3
378,19900101_111658,17.5,-14.6894167,8.5056,291
700,19900101_111802,16.3,-14.7866667,8.51186667,270
272,19900101_111812,0,-14.6124217,8.36708667,322.2
1,19900101_111834,0,-14.6128367,8.36799833,324
700,19900101_111902,16.2,-14.7934333,8.51188333,270
143,19900101_111916,12.1,-13.886355,8.28917333,277.8
607,19900101_111917,11.7,-14.54944,8.462315,295.4
378,19900101_111946,17.6,-14.7083333,8.51065,291
700,19900101_112109,16.1,-14.8077833,8.51198333,270
378,19900101_112110,17.6,-14.7176833,8.51293333,285
1,19900101_112113,0,-14.6128383,8.36801167,346.2
378,19900101_112204,17.4,-14.7241333,8.51358333,275
607,19900101_112227,11.8,-14.56373,8.46651167,291.1
700,19900101_112227,15.3,-14.8160833,8.51201667,270
1,19900101_112244,0,-14.6128617,8.36800833,339.8
143,19900101_112256,12,-13.904665,8.29061333,275.1
607,19900101_112317,11.9,-14.56749,8.46762667,295.8
700,19900101_112333,15.9,-14.8233,8.51201667,269
143,19900101_112336,12,-13.907885,8.29088167,277.8
378,19900101_112340,17.2,-14.7350833,8.5135,268
1,19900101_112344,0,-14.612875,8.367995,342.9
700,19900101_112439,15.2,-14.8304167,8.51201667,269
700,19900101_112551,15.6,-14.8382333,8.51201667,269
607,19900101_121137,11.4,-14.7842533,8.510575,269.4
607,19900101_121137,11.4,-14.7842533,8.510575,269.4
607,19900101_121157,11.5,-14.78586,8.510565,268.9
607,19900101_121157,11.5,-14.78586,8.510565,268.9
143,19900101_121214,11.4,-14.1280867,8.34484,293.3
143,19900101_121214,11.4,-14.1280867,8.34484,293.3
607,19900101_121257,11.5,-14.79069,8.51045333,267.4
607,19900101_121257,11.5,-14.79069,8.51045333,267.4
607,19900101_121316,11.5,-14.7922217,8.51041333,267.5
607,19900101_121316,11.5,-14.7922217,8.51041333,267.5
1,19900101_121352,0,-14.612855,8.368015,24.1
1,19900101_121352,0,-14.612855,8.368015,24.1
457,19900101_121435,20.4,-14.8908333,8.4735,92
457,19900101_121435,20.4,-14.8908333,8.4735,92
607,19900101_121437,11.5,-14.7987583,8.51025333,269.3
607,19900101_121437,11.5,-14.7987583,8.51025333,269.3
1,19900101_121452,0,-14.6128283,8.368005,26.9
1,19900101_121452,0,-14.6128283,8.368005,26.9
457,19900101_121458,20.4,-14.8875,8.4735,92
457,19900101_121458,20.4,-14.8875,8.4735,92
1,19900101_121512,0,-14.6128567,8.36801667,26.1
1,19900101_121512,0,-14.6128567,8.36801667,26.1
607,19900101_121517,11.6,-14.8019917,8.51030333,271.8
607,19900101_121517,11.6,-14.8019917,8.51030333,271.8
1,19900101_121532,0,-14.612855,8.36799667,26.1
1,19900101_121532,0,-14.612855,8.36799667,26.1
1,19900101_121632,0,-14.612845,8.36797833,26.2
1,19900101_121632,0,-14.612845,8.36797833,26.2
607,19900101_121636,11.7,-14.8084217,8.51051167,272.3
607,19900101_121636,11.7,-14.8084217,8.51051167,272.3
178,19900101_121651,13.1,-14.7051217,8.46815667,115.1
178,19900101_121651,13.1,-14.7051217,8.46815667,115.1
1,19900101_135131,0,-14.6128433,8.36799333,25.8
1,19900101_135131,0,-14.6128433,8.36799333,25.8
1,19900101_135151,0,-14.6128467,8.36797167,4.8
1,19900101_135151,0,-14.6128467,8.36797167,4.8
178,19900101_135222,14.3,-14.19912,8.31026667,115.2
178,19900101_135222,14.3,-14.19912,8.31026667,115.2
1,19900101_135251,0,-14.6128633,8.36804,358.5
1,19900101_135251,0,-14.6128633,8.36804,358.5
457,19900101_135258,20.5,-14.1225,8.28916667,116
457,19900101_135258,20.5,-14.1225,8.28916667,116
594,19900101_135301,12.6,-14.7859233,8.47650167,88.9
594,19900101_135301,12.6,-14.7859233,8.47650167,88.9
457,19900101_135322,20.5,-14.1193333,8.28816667,116
457,19900101_135322,20.5,-14.1193333,8.28816667,116
1,19900101_135412,0,-14.612845,8.36800833,345.6
1,19900101_135412,0,-14.612845,8.36800833,345.6
143,19900101_135414,11.4,-14.5732717,8.46726667,295.8
143,19900101_135414,11.4,-14.5732717,8.46726667,295.8
1,19900101_135431,0,-14.6128667,8.36803,1.4
1,19900101_135431,0,-14.6128667,8.36803,1.4
435,19900101_163920,16.4,-13.939005,8.297255,281.2
496,19900101_164127,8.6,-14.1548317,8.35277,292.6
435,19900101_164133,16.4,-13.953585,8.29962167,286.3
435,19900101_164208,16.5,-13.9574117,8.30037,286.1
496,19900101_164246,8.7,-14.1593183,8.35392,291.3
727,19900101_164249,16.7,-14.71978,8.50721333,292
435,19900101_164256,16.5,-13.9627833,8.30140667,286
496,19900101_164305,8.7,-14.160395,8.35419167,291.1
435,19900101_164309,16.5,-13.9641033,8.301665,286.5
435,19900101_164321,16.5,-13.965535,8.30194833,286.6
727,19900101_164334,16.3,-14.7244983,8.50836167,287
496,19900101_164346,8.6,-14.162665,8.35484167,293.6
1,19900101_164354,0,-14.6128567,8.36802167,348.3
727,19900101_164414,16.3,-14.7289333,8.50901,281
594,19900101_164424,12.7,-13.9475633,8.233245,117.8
1,19900101_164433,0,-14.6128467,8.36801333,359.5
727,19900101_164438,16.4,-14.73175,8.5093,277
496,19900101_164446,8.8,-14.1659533,8.3559,297.1
1,19900101_164454,0,-14.6128633,8.36801833,9.3
1,19900101_164513,0,-14.612865,8.36803167,352
727,19900101_164525,16.6,-14.7371317,8.50968833,277
496,19900101_164527,8.8,-14.1681383,8.35661833,295.4
594,19900101_164543,12.7,-13.94118,8.23114167,115.4
1,19900101_164554,0,-14.6128333,8.36802167,340.8
435,19900101_164556,16.4,-13.9823883,8.30550667,290.2
1,19900101_164613,0,-14.61282,8.36802167,346
727,19900101_164625,16.7,-14.744065,8.50999167,271
594,19900101_164628,12.6,-13.93753,8.229895,113
1,19900101_164653,0,-14.61285,8.36800167,343.8
440,19900101_182845,19.1,-14.9536717,8.475775,86
496,19900101_182846,9.8,-14.52502,8.46171667,290.7
1,19900101_182853,0,-14.6128567,8.36801167,358.2
440,19900101_182856,18.9,-14.952095,8.47584,86.3
440,19900101_182908,19,-14.95051,8.47589667,87
1,19900101_182913,0,-14.6128383,8.36798667,3.9
440,19900101_182920,19,-14.94892,8.47594833,86.8
777,19900101_191312,12.9,-14.0075667,8.31275,291
496,19900101_191341,9.4,-14.68863,8.50270333,284.2
496,19900101_191403,9.5,-14.689775,8.50290167,284.3
1,19900101_191409,0,-14.612855,8.367975,273.9
1,19900101_191419,0,-14.6128517,8.36797167,275.2
440,19900101_191430,18.8,-14.6015767,8.43686667,112.7
777,19900101_191432,12.9,-14.0141667,8.31448333,291
435,19900101_191454,17.5,-14.9748433,8.50628833,269.4
1,19900101_191458,0,-14.6128583,8.36797,261.6
435,19900101_191500,17.4,-14.9755667,8.50628667,269.4
777,19900101_191512,12.9,-14.0175167,8.31535,291
1,19900101_191528,0,-14.61284,8.36797167,252.3
440,19900101_191530,19,-14.5943217,8.43482,112.1
777,19900101_191532,12.9,-14.0191667,8.3158,291
496,19900101_191532,9.6,-14.695785,8.50411167,286
435,19900101_191548,17.5,-14.9814,8.50623,268.6
1,19900101_191548,0,-14.6128367,8.36796667,288
777,19900101_191550,12.9,-14.0207667,8.31625,292
435,19900101_191554,17.5,-14.9821283,8.50621333,268.3
777,19900101_191601,12.9,-14.0216,8.31648333,292
496,19900101_191602,9.5,-14.69774,8.50445,285.2
440,19900101_191608,19,-14.587735,8.43296667,112.6
1,19900101_191609,0,-14.6128367,8.36796,280
777,19900101_191612,12.9,-14.0225833,8.31676667,293
1,19900101_191618,0,-14.612835,8.36796833,277.2
777,19900101_191620,12.9,-14.0232333,8.31696667,293
496,19900101_191621,9.8,-14.6990817,8.50466,283.1
440,19900101_191623,19,-14.587735,8.43296667,112.6
777,19900101_191631,12.9,-14.0238833,8.31715,293
1,19900101_191633,0,-14.612845,8.36795833,269.2
440,19900101_191636,19.1,-14.5861483,8.43251333,113.1
496,19900101_191642,9.8,-14.70046,8.50487167,282.2
435,19900101_191648,17.4,-14.988705,8.50615667,268.7
1,19900101_191648,0,-14.612845,8.36795833,269.2
777,19900101_191650,12.9,-14.0255,8.31763333,293
777,19900101_191700,12.9,-14.0265,8.31793333,293
496,19900101_191702,9.9,-14.7018283,8.50508,282.4
1,19900101_191709,0,-14.6128633,8.36796833,255.5
440,19900101_191711,18.9,-14.58191,8.43131833,112.7
1,19900101_191718,0,-14.612865,8.36796333,260.4
777,19900101_191720,12.9,-14.0280667,8.31838333,293
777,19900101_191731,12.9,-14.02905,8.31868333,293
777,19900101_191735,12.9,-14.0307167,8.31915,293
440,19900101_191735,18.9,-14.57888,8.43045833,112.8
496,19900101_191741,9.4,-14.7044433,8.50540667,281.4
440,19900101_191741,18.9,-14.578155,8.43025667,112.8
435,19900101_191747,17.5,-14.9960167,8.50610167,270
777,19900101_191750,12.9,-14.0307167,8.31915,293
440,19900101_191759,18.9,-14.57609,8.42967667,113.1
440,19900101_191805,18.8,-14.5753667,8.429475,112.7
1,19900101_191809,0,-14.612855,8.367995,264.3
496,19900101_191821,9.4,-14.7070183,8.50572333,279.8
440,19900101_191822,18.9,-14.5731883,8.428855,113.1
272,19900101_191827,0,-14.61245,8.36709667,215.2
777,19900101_191831,12.9,-14.03405,8.32003333,291
440,19900101_191835,18.8,-14.5717433,8.42844833,112.9
777,19900101_191850,12.9,-14.0357167,8.32046667,291
777,19900101_191900,12.9,-14.0363167,8.32061667,290
440,19900101_191912,19,-14.5673633,8.42721667,112.5
496,19900101_191921,9.4,-14.7108167,8.50618667,281.9
440,19900101_191923,19,-14.565895,8.42681167,112.8
777,19900101_191932,12.9,-14.03885,8.32123333,290
777,19900101_191951,12.9,-14.0405333,8.32165,290
1,19900101_191954,0,-14.6128667,8.368,252.9
496,19900101_192006,9.4,-14.7145933,8.50677333,282.6
777,19900101_192011,12.9,-14.0422,8.32206667,290
440,19900101_192012,18.9,-14.5395567,8.42325333,388.1
777,19900101_192016,12.9,-14.0441333,8.32256667,290
1,19900101_192018,0,-14.612885,8.36799167,258.6
440,19900101_192020,19,-14.5571117,8.42435167,112.8
440,19900101_192023,19,-14.558575,8.42476,113.1
777,19900101_192032,12.9,-14.0441333,8.32256667,290
496,19900101_192042,9.1,-14.7158867,8.50696667,280.5
777,19900101_192050,12.9,-14.0458167,8.323,291
777,19900101_192111,12.9,-14.0474833,8.32345,291
777,19900101_192150,12.9,-14.0508167,8.32435,291
496,19900101_192202,9.1,-14.7208983,8.50762333,280.5
1,19900101_192208,0,-14.61285,8.36800833,264.1
777,19900101_192211,12.9,-14.0524167,8.32478333,291
393,19900101_192408,9,-14.9804783,8.47164,77.7
777,19900101_195436,12.2,-14.21145,8.36905,293
440,19900101_195520,19.8,-14.3013867,8.343485,116
777,19900101_195535,12.2,-14.2161833,8.37035,292
777,19900101_195546,12.2,-14.2171333,8.3706,292
496,19900101_195547,9.1,-14.852405,8.51728,271.3
440,19900101_195549,19.9,-14.2976533,8.34228,116.1
1,19900101_195553,0,-14.6128717,8.36800833,352.6
440,19900101_195556,19.9,-14.2969067,8.34203833,115.9
440,19900101_195620,19.9,-14.2939067,8.34108167,115.4
496,19900101_195626,8.9,-14.8548283,8.51730167,271.8
1,19900101_195632,0,-14.6128417,8.36797833,342.1
496,19900101_195647,8.4,-14.856045,8.51731167,271.4
440,19900101_195656,19.9,-14.2894117,8.33964833,115.8
440,19900101_195702,19.9,-14.2886617,8.33941,115.6
496,19900101_195706,8.9,-14.8572883,8.517335,270.3
1,19900101_195712,0,-14.6128383,8.36798833,356.1
777,19900101_195716,12.2,-14.2244833,8.37258333,292
440,19900101_195719,19.9,-14.2864117,8.33868833,115.8
496,19900101_195725,8.6,-14.8584333,8.517375,273.1
440,19900101_195731,19.9,-14.2849167,8.33820667,115.7
1,19900101_195732,0,-14.6128283,8.36798167,338
777,19900101_195735,12.2,-14.22575,8.37293333,292
496,19900101_195736,8.6,-14.8590883,8.517375,272.1
471,19900101_195739,0,-14.613155,8.36854167,323.5
496,19900101_195746,8.8,-14.85971,8.5174,272.4
393,19900101_195751,13.8,-14.824525,8.47523,92.2
777,19900101_195756,12.2,-14.22755,8.37345,292
440,19900101_195756,19.9,-14.2819083,8.33724667,115.6
777,19900101_195806,12.2,-14.2281833,8.37363333,292
440,19900101_195808,19.9,-14.28041,8.33676833,115.5
1,19900101_195812,0,-14.6128783,8.36799167,12.8
777,19900101_195825,12.3,-14.2297667,8.37406667,292
496,19900101_195825,9,-14.862135,8.51744333,271.7
440,19900101_195831,19.9,-14.277405,8.33581167,115.5
1,19900101_195832,0,-14.61281,8.367995,342.4
777,19900101_195835,12.2,-14.2304,8.37423333,292
496,19900101_195837,8.7,-14.86281,8.51746167,271.3
777,19900101_195846,12.3,-14.2313333,8.3745,292
496,19900101_195847,8.6,-14.863415,8.51747333,272
777,19900101_195856,12.2,-14.2322833,8.37476667,292
496,19900101_195857,8.7,-14.864045,8.51749167,273.1
777,19900101_195907,12.2,-14.2329167,8.37495,293
440,19900101_195908,19.9,-14.272905,8.33437167,115.4
393,19900101_195913,13.9,-14.8167517,8.47511,91.6
1,19900101_195913,0,-14.61284,8.36797167,328.2
777,19900101_195917,12.2,-14.2337667,8.3752,293
496,19900101_195926,9.4,-14.865925,8.51757667,272.4
440,19900101_195932,19.9,-14.269905,8.33341667,115.3
1,19900101_195933,0,-14.6128717,8.36802833,344.8
1,19900101_195943,0,-14.6128733,8.36802,11.2
777,19900101_195946,12.2,-14.2361167,8.37586667,293
496,19900101_195947,9.4,-14.86726,8.51762333,274.4
496,19900101_195957,9.4,-14.8679067,8.51765333,274
440,19900101_200002,19.9,-14.266145,8.33222667,115.6
777,19900101_200007,12.2,-14.2376833,8.37633333,293
496,19900101_200007,9.4,-14.8685633,8.51766667,273.5
440,19900101_200008,19.9,-14.265395,8.33199167,115.3
393,19900101_200013,13.9,-14.8109567,8.475,91.1
1,19900101_200013,0,-14.6128483,8.36798667,347.1
272,19900101_200013,0,-14.6124217,8.367085,6.1
496,19900101_200016,9.6,-14.8691717,8.51766,272
777,19900101_200017,12.2,-14.2386167,8.3766,293
440,19900101_200019,19.9,-14.26389,8.33151833,115.2
496,19900101_200026,9.2,-14.8698017,8.51769333,272.3
1,19900101_200032,0,-14.6128533,8.36799667,16.7
777,19900101_200035,12.2,-14.2398667,8.37696667,293
496,19900101_200036,9.2,-14.8704933,8.51773167,272.3
1,19900101_200043,0,-14.6128483,8.368005,359.3
496,19900101_200045,9,-14.8709983,8.51775333,275.1
777,19900101_200045,12.2,-14.2408,8.37725,293
1,19900101_200054,0,-14.6128317,8.36799833,338.7
777,19900101_200055,12.2,-14.24135,8.3774,293
440,19900101_200056,19.9,-14.2593767,8.33009,115.5
440,19900101_200102,19.9,-14.2586283,8.32985,115.7
1,19900101_200102,0,-14.61283,8.36799833,350.9
393,19900101_200102,14,-14.8061,8.47487333,91.1
393,19900101_200104,14,-14.805905,8.474865,91.5
496,19900101_200105,9.5,-14.8723833,8.51778667,270.4
393,19900101_200111,13.9,-14.8052317,8.47485667,91.1
777,19900101_200117,12.2,-14.2432167,8.37793333,293
1,19900101_200123,0,-14.6128067,8.36802667,353.2
777,19900101_200127,12.2,-14.24385,8.37811667,293
777,19900101_200136,12.2,-14.2447833,8.3784,293
496,19900101_200136,9.2,-14.8744483,8.51781667,272
393,19900101_200140,14.1,-14.8024183,8.474815,91
393,19900101_200141,14.1,-14.8023217,8.47481833,91.2
496,19900101_200145,8.8,-14.8749383,8.51781667,270.9
393,19900101_200146,13.9,-14.8018417,8.47481,91.3
393,19900101_200151,13.9,-14.8013517,8.47479833,90.8
1,19900101_200154,0,-14.6128617,8.36801667,344
440,19900101_200157,20,-14.25187,8.32768667,115.5
393,19900101_200159,14.1,-14.800655,8.47477667,91.1
440,19900101_200202,20,-14.2511183,8.32744667,115.4
1,19900101_200203,0,-14.6128633,8.368015,359.6
393,19900101_200204,14,-14.80008,8.47479333,90.1
496,19900101_200206,8.6,-14.8762433,8.51786,272.7
440,19900101_200214,20,-14.2496183,8.32696667,115.5
496,19900101_200216,8.9,-14.876875,8.517865,272.4
393,19900101_200217,14,-14.7988917,8.47477,90.4
777,19900101_200217,12.2,-14.2479,8.37933333,293
393,19900101_200223,14,-14.7982983,8.47478667,89.1
1,19900101_200223,0,-14.6128667,8.36801667,1.1
440,19900101_200226,20,-14.248115,8.32648833,115.4
496,19900101_200226,9.2,-14.8775433,8.51784,270.7
393,19900101_200228,13.9,-14.7978167,8.47478667,90.4
496,19900101_200237,9.4,-14.8782433,8.51786667,272.5
393,19900101_200241,14,-14.7965333,8.47481,89.1
1,19900101_200244,0,-14.612885,8.36800333,353.7
496,19900101_200246,9.5,-14.8787717,8.51788833,271.3
496,19900101_200257,9.1,-14.8795733,8.517895,271.6
496,19900101_200306,9.7,-14.8801883,8.517905,271.4
777,19900101_200307,12.2,-14.25175,8.3804,293
393,19900101_200317,14,-14.7930367,8.47484333,88.7
440,19900101_200321,20,-14.241345,8.32433,115.7
496,19900101_200327,9.9,-14.8815967,8.51790167,271.1
777,19900101_200327,12.2,-14.2533,8.38083333,293
393,19900101_200328,13.8,-14.791975,8.47486167,88.8
777,19900101_200336,12.2,-14.2539333,8.38101667,293
496,19900101_200336,9.6,-14.8822583,8.51792,272.9
440,19900101_200338,19.9,-14.2390967,8.32361167,115.5
393,19900101_200340,14.1,-14.7906967,8.47487333,89.1
496,19900101_200346,9.2,-14.8827583,8.51793167,271.5
